Unnamed: 0,smile,rt,mol_weight,polar_surface_area,h_bond_donors,h_bond_acceptors,rotatable_bonds,aromatic_rings,heavy_atoms
56992,CN(C)c1cc(O[C@H]2CCN(C(=O)c3cnn4cccnc34)C2)ncn1,577.9,353.3860000000001,88.75,0,8,4,3,26
56993,COC(=O)c1cccc(NC(O)=N[C@H](C)C(=O)N2CCc3ccccc32)c1,792.4,367.40500000000014,91.23,2,4,4,2,27
56994,CCOC(=O)c1ccc(NC(=O)CCc2c(-c3ccc(F)cc3)nc3ccccn23)cc1,699.5,431.46700000000004,72.69999999999999,1,5,7,4,32
56995,O=C(CN1C(=O)COc2ccccc2C1=O)c1cccc([N+](=O)[O-])c1,863.4,340.29100000000005,106.82,0,6,4,2,25
56996,Cc1ccc(CN=C(O)C2(C)CCN(S(=O)(=O)c3ccc(C4CCCCC4)cc3)CC2)cc1,1271.7,468.66300000000035,69.97,1,3,6,2,33
56997,Cc1nn(C)c(C)c1S(=O)(=O)N1CCC[C@@H](Cc2nncn2-c2ccccc2)C1,604.4,414.5350000000001,85.91,0,7,5,3,29
56998,COC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cccc4ccccc34)CC2)C1=O,729.0,443.5470000000003,53.09,0,5,5,3,33
56999,COC(=O)c1c(O)nc2ccc(F)cc2c1NCCc1c[nH]c2ccccc12,770.5,379.39100000000013,87.24000000000001,3,5,5,4,28
57000,COc1ccc(-c2nc3cnccn3c2Nc2ccc(C(=O)NC[C@@H]3CCCO3)cc2)cc1OC,644.6,473.53300000000036,99.01000000000002,2,8,8,4,35
57001,Cc1cc(C)cc(Nc2c(-c3cccc(O)c3)nc3ncccn23)c1,719.3,330.391,62.45,2,5,3,4,25
57002,COc1cccc(N=C(O)N2CCc3c(c(-c4nnc(-c5ccc(F)cc5)o4)nn3C)C2)c1,833.3,448.45800000000014,101.80000000000001,1,7,4,4,33
57003,CCCS(=O)(=O)c1nc2ccc(NS(=O)(=O)c3ccc4c(c3)CCC4)cc2s1,999.2,436.58000000000027,93.19999999999999,1,6,6,3,28
57004,OC(=NCc1ccc2c(c1)OCO2)[C@@H]1CCCN(c2ccc(N3CCOCC3)nn2)C1,609.2,425.48900000000026,92.54000000000002,1,8,5,2,31
57005,OC(=N[C@@H]1CCN(c2ccc(C(F)(F)F)cn2)C1)Nc1ccccc1Br,936.9,429.24000000000007,60.75000000000001,2,3,3,2,26
57006,COc1ccc(-c2nc(N3CCC(C)CC3)c3ccccc3n2)cc1,860.2,333.435,38.25,0,4,3,3,25
57007,Cc1ccc(-n2ncc3c(NCCN(C)C)ncnc32)cc1C,648.4,310.4050000000001,58.870000000000005,1,6,5,3,23
57008,CCOC(=O)c1cnc(N2CCN(Cc3ccccc3)CC2)c2ccccc12,754.7,375.4720000000001,45.67,0,5,5,3,28
57009,O=C(c1cc(C2CC2)nn1CC(O)=NCc1ccc(F)cc1)N1CCCC1,738.2,370.42800000000017,70.72,1,4,6,2,27
57010,CN1c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)ccc2C(=O)N2CCCC[C@H]21,1005.8,419.40300000000025,61.88000000000001,1,4,3,2,30
57011,O=c1n(Cc2ccc(F)cc2Cl)nc2c(S(=O)(=O)N3CCCC3)cccn12,1023.7,410.85800000000023,76.67999999999999,0,6,4,3,27
57012,Cc1nc2cc(N3C[C@H](C(O)=NCc4cccc(Cl)c4)CC3=O)ccc2o1,734.3,383.83500000000015,78.92999999999999,1,4,4,3,27
57013,CCOC(=O)C1CCN(C[C@@H](O)COc2cc(C)cc(C)c2C)CC1,597.4,349.4710000000001,59.0,1,5,7,1,25
57014,CC(C)c1cc([C@@H]2CCCN2C(=O)c2ccc3c(c2)OCO3)on1,824.1,328.36800000000005,64.80000000000001,0,5,3,2,24
57015,COc1ccc([C@H]2C[C@@H](c3ccc(C)cc3)N=C3N=CNN32)cc1OC,693.9,350.4220000000001,58.45,1,6,4,2,26
57016,C=CCN1N=C(C(=O)N2CCC(C)CC2)S(=O)(=O)c2ccc(Cl)cc21,997.0,381.88500000000005,70.05000000000001,0,5,3,1,25
57017,C[C@H](Cc1ccco1)N=C(O)c1cc(S(=O)(=O)N2CCCCC2)ccc1Cl,967.2,410.92300000000023,83.11,1,4,6,2,27
57018,CCCC(=O)N1CCc2c([nH]c3ccc(OC)cc23)[C@@H]1c1ccc(F)cc1,1039.3,366.4360000000001,45.33,1,2,4,3,27
57019,OC(=NCc1ccco1)N1CCN(Cc2nc3cccnc3n2-c2ccccc2)CC1,619.9,416.4850000000001,82.92000000000002,1,6,5,4,31
57020,O=S(=O)(c1cnc(O)nc1O)N1CCCC1,568.3,245.25999999999996,103.62,2,6,2,1,16
57021,OC(CC1CCCCC1)=NCC(O)=Nc1nc2ccccc2[nH]1,660.8,314.389,93.86000000000001,3,3,5,2,23
57022,CCOc1ccccc1N=C(O)N1CCC(n2cnc3cc(Cl)ccc3c2=O)CC1,935.0,426.9040000000002,79.95,1,5,4,3,30
57023,CCCS(=O)(=O)N1CCOc2ccc(NC(=O)C3CC3)cc2C1,754.3,338.42900000000014,75.71000000000001,1,4,5,1,23
57024,COc1ccccc1-c1noc(-c2nnn3c2CO[C@H](c2ccc(Cl)cc2)C3)n1,1217.0,409.83300000000014,88.09,0,8,4,4,29
57025,COc1ccc(-n2nnc(C(=O)O)c2-c2ccncc2)cc1,591.7,296.286,90.13,1,6,4,3,22
57026,O=c1c2sccc2n(Cc2nc(-c3ccc(Cl)cc3)no2)c(=O)n1-c1cccc(F)c1,1068.3,454.8700000000001,82.92000000000002,0,8,4,5,31
57027,CCCOc1ncc[nH]c1=NC1CCN(C(=O)c2ccsc2)CC1,713.2,346.4560000000001,70.58,1,5,5,2,24
57028,Cc1cc(C)nc(N2CCN(c3cc(C)nc4c(C)c(-c5ccc(Cl)cc5)nn34)CC2)n1,1017.1,447.9740000000002,62.45,0,7,3,4,32
57029,Cc1cc(=O)n(CC(O)=NCc2ccc(Cl)cc2)c(=N)[nH]1,612.9,306.753,94.22999999999999,3,4,4,2,21
57030,O=S(=O)(c1ccccc1C(F)(F)F)N1CCc2nc(-c3ccc(F)cc3)ncc2C1,1150.3,437.41800000000006,63.160000000000004,0,4,3,3,30
57031,O=C(c1ccco1)N1CCC[C@H]1c1nc(-c2ccc(F)cc2)no1,875.1,327.315,72.37,0,5,3,3,24
57032,CCc1onc(C)c1[C@@H]1CCCN1C(O)=Nc1cccc(C)c1,841.9,313.401,61.86,1,3,3,2,23
57033,Cc1ccc(-n2ncc3c(C)nn(CC(=O)N=c4cc(C)o[nH]4)c(=O)c32)c(C)c1,774.7,392.41900000000015,111.07,1,7,3,4,29
57034,O=C(c1ccc(-c2csc(C3CC3)n2)cc1)N1CCCCCC1,1068.3,326.4650000000002,33.2,0,3,3,2,23
57035,O=C1C[C@@H](C(O)=NCCS(=O)(=O)N2CCc3ccccc3C2)CN1c1ccc(F)cc1,732.5,445.51600000000013,90.27999999999997,1,4,6,2,31
57036,Cc1cccc(CS(=O)(=O)N(CCc2cccs2)Cc2cccnc2)c1,691.2,386.5420000000001,50.27,0,4,8,3,26
57037,Cc1ccc(CN=C(O)[C@]2(C)Cn3cnc(C(O)=NCc4ccccc4F)c3C(=O)N2C2CC2)cc1,779.6,489.5510000000003,103.30999999999999,2,5,7,3,36
57038,CCOC(=O)N1CCN(S(=O)(=O)c2ccc(C(=O)Nc3cccc(C)n3)cc2)CC1,720.6,432.5020000000002,108.91000000000001,1,6,5,2,30
57039,CC(O)=Nc1nnc(SCc2cc(=O)c(OC(=O)c3ccccc3Cl)co2)s1,698.6,437.8860000000001,114.88000000000001,1,9,6,3,28
57040,CC[C@@H](C(O)=NCCCN1CCCCC1)n1nc(C)c2sc3ccccc3c2c1=O,690.6,426.5860000000001,70.72,1,6,7,3,30
57041,O=C1C(O)=C(S(=O)(=O)c2ccc(Cl)cc2)[C@@H](c2ccc(F)cc2)N1Cc1ccco1,971.8,447.87100000000015,87.82,1,5,5,3,30
57042,Cc1c2c(nn1-c1ccc(SCc3cccc(F)c3)nn1)CCC2,1282.7,340.42700000000013,43.6,0,5,4,3,24
57043,O=C(NC1CCCCC1)c1cccn1Cc1noc(-c2ccccc2)n1,1067.4,350.4220000000001,72.95,1,5,5,3,26
57044,Cc1ccc(S(=O)(=O)N2CCC(n3cnnc3C)CC2)c(C)c1,713.1,334.44500000000016,68.09,0,5,3,2,23
57045,O=C(O)c1ccc(Nc2ncnc3c2cnn3Cc2ccccc2)cc1,772.5,345.362,92.93,2,6,5,4,26
57046,COc1ccc(Cl)cc1N=C(O)Cn1nc2c(Oc3ccccc3C)nccn2c1=O,930.3,439.85900000000015,103.24000000000001,1,8,6,4,31
57047,OC(=Nc1cccc(-c2cn3cccnc3n2)c1)c1c(F)cccc1F,668.2,350.32800000000003,62.78,1,4,3,4,26
57048,CC(C)c1nc(CNC(=O)c2ccc(Cl)cc2)no1,785.2,279.72700000000003,68.02000000000001,1,4,4,2,19
57049,CC[C@@H](C)NS(=O)(=O)c1ccc(-c2n[nH]c(C)c2C)o1,772.5,297.38000000000005,87.99,2,4,5,2,20
57050,COc1ccc2c(c1O)[C@]13CCN(C)[C@H](C2)[C@@H]1CCC(=O)C3,621.6,301.3860000000001,49.77,1,4,1,1,22
57051,CN1C(=O)[C@H](CC(O)=NCc2ccccn2)Sc2ncccc21,761.8,328.39700000000005,78.68,1,5,4,2,23
57052,O=C(CC(F)(F)F)N1CCC[C@@H](CCc2nnc(-c3cnccn3)o2)C1,717.0,369.3470000000001,85.01,0,6,5,2,26
57053,Cc1ccc(C(=O)N2CCN(c3nc4ccccc4n(CC(C)C)c3=O)CC2)s1,1144.8,410.54300000000023,58.440000000000005,0,6,4,3,29
57054,O=C(c1cc2c(s1)CC[C@H](C(O)=NCCCN1CCOCC1)C2)N1CCCC1,575.6,405.56400000000036,65.36999999999999,1,5,6,1,28
57055,CCc1nc2onc(C)c2c(=O)n1CC(O)=N[C@H]1CCCc2ccccc21,891.8,366.42100000000016,93.51,1,6,4,3,27
57056,COC[C@@H]1OCCN(S(=O)(=O)c2cccc(F)c2)[C@H]1c1ccccc1,927.8,365.4260000000001,55.84,0,4,5,2,25
57057,CCn1cccc1-c1nc(C)c(C(O)=NCCc2ccc(OC)c(OC)c2)s1,998.0,399.51600000000013,68.87,1,6,8,3,28
57058,CCc1nn2c(CN=C(O)c3cccc(OC)c3)c(-c3ccccc3)nc2s1,885.2,392.4840000000001,72.01,1,6,6,4,28
57059,COc1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1S(=O)(=O)N(C)C,894.6,393.85200000000015,85.52999999999999,0,6,5,3,26
57060,COc1ccc(-c2nc(N=C(O)c3cccnc3)sc2C)cc1,799.8,325.3930000000001,67.60000000000001,1,5,4,3,23
57061,Cc1ccn2cc(-c3ccc(NC(=O)c4ccccc4C(F)(F)F)cc3)nc2n1,664.4,396.37200000000007,59.29,1,4,3,4,29
57062,Cc1ccc(N=C(O)COc2cc(C)nc(N3CCN(c4ccccc4)CC3)n2)c(C)c1,914.2,431.54000000000025,74.08000000000001,1,6,6,3,32
57063,CC(C)CN1CCn2cc(S(=O)(=O)NCc3ccc(F)cc3Cl)cc2C1=O,838.3,413.90200000000016,71.41,1,4,6,2,27
57064,COc1ccc(-c2nn3c(-c4ccccc4F)nnc3s2)cc1,935.1,326.35600000000005,52.31,0,6,3,4,23
57065,O=C(c1cccnc1)N1CCN(c2nnnn2-c2ccccc2)CC1,588.3,335.3710000000001,80.04000000000002,0,7,3,3,25
57066,CCOc1ccc(OC(=O)C2CCN(c3nc4ccccc4[nH]3)CC2)cc1,712.0,365.43300000000005,67.45,1,5,5,3,27
57067,Cc1cc2nn(CC(O)=NCc3ccc(F)cc3)c(=O)n2c(Nc2ccccc2C)n1,977.1,420.44800000000015,96.80999999999999,2,7,6,4,31
57068,Cc1oc(-c2ccc(NC(=O)Cc3ccc(F)cc3)cc2)nc1Cn1cccn1,865.9,390.41800000000006,72.95,1,5,6,4,29
57069,COCCN=C(O)NC1CCN(C2=NS(=O)(=O)C(c3ccc(C)cc3)=C2C)CC1,1135.3,420.53500000000025,103.59,2,5,5,1,29
57070,COc1ccc(OC)c(N=C(O)C(=O)c2ccc[nH]2)c1,909.1,274.27599999999995,83.91,2,4,5,2,20
57071,Cc1cc(S(=O)(=O)N2CC(c3nc(-c4ncccn4)no3)C2)c(Cl)cc1Cl,834.2,426.2850000000002,102.08000000000001,0,7,4,3,27
57072,COC(=O)c1cnc2nc(C)ccc2c1Nc1ccc(Cl)c(F)c1,712.7,345.7610000000001,64.11,1,5,3,3,24
57073,CSc1ccc(-c2nc3cnccn3c2Nc2ccc(C(=O)N3CCOCC3)cc2)cc1,708.5,445.5480000000003,71.76,1,7,5,4,32
57074,CCN1CCn2c(nc3cc(C(O)=NCc4ccccc4Br)ccc32)C1=O,707.2,427.30200000000013,70.72,1,4,4,3,27
57075,CC(C)CCN=C(O)CN1C(=O)[C@@H]2CCCCN2c2ccc(C(=O)N(C)C)cc21,745.3,400.52300000000014,76.45,1,4,6,1,29
57076,Cc1ccc(F)cc1S(=O)(=O)N1CCC([C@@H]2CCNC2)CC1,650.6,326.4370000000001,49.410000000000004,1,3,3,1,22
57077,CCCn1c(=O)sc2cc(S(=O)(=O)N3CCC(C(O)=Nc4cc(C)cc(C)c4)CC3)ccc21,1061.8,487.6470000000003,91.97,1,6,6,3,33
57078,Cc1ccn2cc(-c3ccc(C)c(NS(=O)(=O)c4ccccc4)c3)nc2c1,655.2,377.46900000000005,63.47,1,4,4,4,27
57079,CC(C)c1ccc(NC(=O)Cn2nc(N3CCSCC3)c3ccccc3c2=O)cc1,1074.1,422.55400000000014,67.23,1,6,5,3,30
57080,COc1ccccc1N=C(O)CSc1nc2ccccc2c(=O)n1C1CCCCC1,1228.9,423.5380000000003,76.71000000000001,1,6,6,3,30
57081,COc1ccccc1N1CCN(S(=O)(=O)c2ccc(F)cc2C)CC1,1005.2,364.4420000000001,49.85,0,4,4,2,25
57082,N#Cc1ccsc1N=C(O)CCSc1ccccc1,878.8,288.397,56.379999999999995,1,4,5,2,19
57083,COc1ccc(OC)c(N=C(O)N2CCC(c3cnn(-c4ccccc4)c3)CC2)c1,955.6,406.4860000000001,72.11000000000001,1,5,5,3,30
57084,COc1ccc(-c2nc3ccccc3c3nnc(SCc4cn5ccccc5n4)n23)cc1,742.0,438.51600000000013,69.61,0,8,5,6,32
57085,CCOC(=O)c1[nH]c(C)c(CCC(=O)N2CCC(C(O)=NCCCOC(C)C)CC2)c1C,705.7,449.5920000000003,104.22000000000001,2,5,11,1,32
57086,CCn1ccc(-c2nc(-c3ccc4c(c3)nnn4CCN3CCCCC3)no2)n1,622.9,392.46700000000027,90.69,0,9,6,4,29
57087,CN1C(=O)c2ccccc2Oc2ccc(C(O)=NCc3cccs3)cc21,846.8,364.42600000000004,62.13,1,4,3,3,26
57088,CCN(CC)S(=O)(=O)c1ccc2c(c1)C[C@@H](C(O)=NCc1ccc(N(C)C)cc1)N2C(C)=O,669.4,472.6110000000002,93.51999999999998,1,5,8,2,33
57089,O=S(=O)(c1ccc(Cl)cc1)N1CCCC[C@@H]1CC(O)=NCc1ccco1,851.5,396.89600000000013,83.11,1,4,6,2,26
57090,CN1C(=O)c2cc(S(=O)(=O)NC3CCCCC3)ccc2Oc2cccnc21,929.1,387.46100000000007,88.60000000000001,1,5,3,2,27
57091,O=C(c1ncn2c1CO[C@H](c1ccc(F)cc1)C2)N1CCC(C(O)=NCc2cccs2)CC1,736.0,468.5540000000003,79.95,1,6,5,3,33
57092,CN=C(O)Cc1csc(N=C(O)CN(C)c2nc3ccccc3s2)n1,623.6,375.47900000000004,94.2,2,7,6,3,25
57093,COC[C@@H]1CN(C(=O)c2ccc(C#N)cc2)C[C@H]1C(=N)O,570.9,287.319,97.41000000000001,2,4,4,1,21
57094,Fc1ccc(-c2ccc(-c3nn4c(-c5ccco5)nnc4s3)o2)cc1,895.5,352.3500000000001,69.36,0,7,3,5,25
57095,COC(=O)c1cc(S(=O)(=O)N2CCC[C@H]2C(O)=Nc2ccccc2F)cn1C,844.1,409.439,101.20000000000002,1,6,5,2,28
57096,O=c1c(CCC(O)=NCc2ccccc2)nc2ccccc2n1CC(O)=Nc1ccc2c(c1)OCCO2,782.2,498.5390000000004,118.53,2,7,8,4,37
57097,COc1cc(Cl)c(CC(=O)c2c[nH]c3ccccc23)cc1OC,883.3,329.78300000000013,51.32000000000001,1,3,5,3,23
57098,O=C(c1ccc2c(c1)OCO2)N1CCC(c2ccncc2)CC1,583.8,310.35300000000007,51.660000000000004,0,4,2,2,23
57099,COc1ccc(OC)c(NS(=O)(=O)c2c(C)sc(C)c2-c2cc(C(F)(F)F)on2)c1,1148.8,462.4710000000001,90.66,1,7,6,3,30
57100,COc1ccc(-n2ccn3cc(-c4ccc(F)cc4F)nc3c2=O)cc1Cl,928.8,387.77300000000014,48.53,0,5,3,4,27
57101,CCC(=O)N1CCN(c2ccc(=O)n(-c3ccc(C(C)C)cc3)n2)CC1,780.4,354.4540000000002,58.440000000000005,0,5,4,2,26
57102,Cn1nc(C2CCN(C(=O)C3CCC3)CC2)c2c1CCOC2,658.7,303.40600000000006,47.36,0,4,2,1,22
57103,CC1=C(c2cccc(Cl)c2)S(=O)(=O)N=C1N1CCCN(C(=O)c2ccco2)CC1,817.7,433.9170000000003,83.19000000000001,0,5,2,2,29
57104,CN(C)C(=O)N1C[C@H](c2noc(-c3cccnc3)n2)C2(CCOCC2)C1,634.2,357.41400000000027,84.59000000000002,0,6,2,2,26
57105,COc1ccc(OC)c(CN=C(O)c2cn3cccc(C)c3n2)c1,729.7,325.36800000000005,68.35,1,5,5,3,24
57106,Cc1cc(C)cc(N=C(O)[C@@H]2CC(=O)N(CCc3c[nH]c4ccc(F)cc34)C2)c1,888.8,393.46200000000005,68.69,2,2,5,3,29
57107,COc1ccc(C(O)=NC2(c3nc(-c4cccnc4)no3)CCCCC2)cc1F,938.5,396.42200000000025,93.63,1,6,5,3,29
57108,N#CC1=C(N)Oc2c(ccc3cccnc23)[C@@H]1c1ccccc1,768.5,299.333,71.93,1,4,1,3,23
57109,CC(=O)c1ccc(NC(=O)[C@H]2CC(=O)N(c3ccc4oc(C)nc4c3)C2)cc1,685.0,377.4000000000001,92.51,1,5,4,3,28
57110,COc1ccc(NC(=O)CCS(=O)(=O)Cc2ccccc2)c2ccccc12,688.5,383.46900000000005,72.47,1,4,7,3,27
57111,COc1ccc(C(=O)Nc2cccc(-c3csc(C)n3)c2)nn1,585.6,326.3810000000001,77.0,1,6,4,3,23
57112,O=C1c2nc3ccccc3c(C(O)=NCc3ccco3)c2CN1C1CCCCC1,808.1,389.45500000000027,78.92999999999999,1,4,4,3,29
57113,CCc1ccc(NC(=O)c2ccc(=O)n(CCN3CCOCC3)c2)cc1,636.8,355.43800000000016,63.57000000000001,1,5,6,2,26
57114,C[C@@H]1CCCN(CC2CCN(S(=O)(=O)c3cccc(Cl)c3)CC2)C1,696.0,370.94600000000014,40.620000000000005,0,3,4,1,24
57115,CC(C)(C)NC(O)=NCCC1CCN(S(=O)(=O)c2ccccc2)CC1,822.4,367.5150000000001,82.0,2,3,5,1,25
57116,CC(C)CNC(=O)c1nnc(-c2ccc(S(=O)(=O)N(C)C)cc2)o1,786.8,352.41600000000005,105.4,1,6,6,2,24
57117,CCOC(=O)c1sc(NC(=O)c2ccc([N+](=O)[O-])cc2)nc1-c1ccccc1,1140.8,397.4120000000001,111.42999999999999,1,7,6,3,28
57118,O=C(NCc1ccccc1Cl)c1c(O)c2cccnc2n(-c2cccc(F)c2)c1=O,1228.7,423.83100000000013,84.22,2,5,4,4,30
57119,CCCN1CCN(C(=O)[C@H]2CCCN(S(=O)(=O)c3cc(-c4noc(CC)n4)cs3)C2)CC1,664.9,481.64400000000035,99.85,0,8,7,2,32
57120,CCC(=O)Nc1ccc(OCc2cc(C(=O)N[C@H]3CC[C@@H](C)CC3)no2)cc1,600.8,385.46400000000017,93.46,2,5,7,2,28
57121,COc1ccc(N=C(O)c2cc3ccccc3c(=O)o2)c([N+](=O)[O-])c1,919.5,340.2910000000001,115.17000000000002,1,6,4,3,25
57122,CCOc1ccc(CC(O)=Nc2cc3c(cc2N(C)C)n(C)c(=O)c(=O)n3C)cc1OCC,763.3,454.52700000000027,98.29,1,8,8,3,33
57123,O=S1(=O)C(C(O)=NCc2ccc(F)cc2)=C2CCCN2c2ccc(F)cc21,864.1,390.4110000000001,69.97,1,4,3,2,27
57124,CCCN=C(O)N1CCC[C@H]1c1nc(-c2ccccc2C)no1,862.6,314.38900000000007,74.75,1,4,4,2,23
57125,O=C(CC1CCCC1)N1CCCC[C@H]1c1nncn1Cc1ccccc1,889.6,352.4820000000001,51.02,0,4,5,2,26
57126,CCc1ccc(N2C[C@H](c3noc(-c4ccc(OC)cc4)n3)CC2=O)cc1,1081.6,363.4170000000001,68.46000000000001,0,5,5,3,27
57127,CCC(=O)N(C1CCOCC1)C1CCN(S(=O)(=O)c2ccc(C)c(C)c2)CC1,868.6,408.5640000000002,66.92,0,4,5,1,28
57128,CCn1cnc(S(=O)(=O)N2CCC(C(=O)N3CCC(C)CC3)CC2)c1,678.4,368.5030000000002,75.51,0,5,4,1,25
57129,COCc1cc(=O)n(Cc2cc(C)ccc2C)c(N2CCCC2)n1,911.9,327.42800000000017,47.36,0,5,5,2,24
57130,COc1cccc(Cn2c(=O)c3sccc3n(Cc3nc(-c4ccccc4)no3)c2=O)c1,1005.0,446.4880000000002,92.15,0,9,6,5,32
57131,O=S(=O)(c1cccc(F)c1)N1CCC(C(O)=NCc2csc(-c3ccccc3)n2)CC1,912.1,459.5680000000002,82.86,1,5,6,3,31
57132,Cc1ccn2c(N=C(O)COc3ccc(Cl)cc3Cl)c(-c3ccc(F)cc3)nc2c1,804.5,444.2930000000001,59.120000000000005,1,4,5,4,30
57133,C[C@@H](N=C(O)NC1CCCCC1)[C@@H](c1cccs1)N1CCN(C)CC1,573.2,364.5590000000002,51.10000000000001,2,4,5,1,25
57134,Cc1ccc(S(=O)(=O)N=c2[nH]c3ccccc3nc2Nc2ccc3nsnc3c2)cc1,1222.7,448.53300000000013,112.99000000000001,2,7,4,5,31
57135,Cc1noc(C)c1CN=C(O)NC1CCCCC1,705.8,251.32999999999996,70.65,2,3,3,1,18
57136,COc1ccc(CN=C(O)CN2C(=O)C3(CCCCC3)N=C2O)cc1,719.1,345.39900000000006,94.72000000000001,2,4,5,1,25
57137,COc1ncc(C(O)=Nc2cc(C)ccc2F)c(C)n1,755.9,275.283,67.6,1,4,3,2,20
57138,OC(=NC1CCCCC1)C1CCN(c2nc(O)c3scc(-c4ccccc4F)c3n2)CC1,916.7,454.5710000000002,81.84,2,6,4,3,32
57139,CCN1C(=O)[C@H](CC(O)=NC2CCCCC2)Sc2ncccc21,743.4,333.457,65.79,1,4,4,1,23
57140,NS(=O)(=O)c1ccc(NC(=O)[C@@H]2CCCN(c3ncnc4c3nc3n4CCCCC3)C2)cc1,659.3,469.5710000000003,136.1,2,8,4,3,33
57141,COc1cccc(NC(=O)c2c(O)c3cccnc3n(-c3ccc(F)cc3)c2=O)c1,1202.4,405.3850000000001,93.44999999999999,2,6,4,4,30
57142,CCCN=C(O)c1cc2sccc2n1C,815.5,222.31299999999996,37.52,1,3,3,2,15
57143,Cc1ccc(S(=O)(=O)N(C)CCCC(=O)N2CCN(c3ccccn3)CC2)cc1,576.0,416.54700000000014,73.82000000000001,0,5,7,2,29
57144,CCOc1ccccc1N=C(O)Cn1cnc2c(sc3nc(-c4ccccc4)ccc32)c1=O,1110.6,456.52700000000016,89.6,1,7,6,5,33
57145,COc1ccc(OC)c(N=C(O)C2CCN(S(=O)(=O)c3cc(-c4noc(C)n4)cs3)CC2)c1,931.3,492.5790000000003,127.35000000000001,1,9,7,3,33
57146,CCn1cc(-c2ccc(OC)cc2)cc1C(=O)O,825.4,245.278,51.46,1,3,4,2,18
57147,CCc1ccc(CN=C(O)Cn2c(CC)nc3onc(C)c3c2=O)cc1,907.4,354.4100000000001,93.50999999999999,1,6,6,3,26
57148,Cn1cnc(S(=O)(=O)N2CCC(C(O)=Nc3ccc4c(c3)OCCO4)CC2)c1,662.7,406.4640000000002,106.25000000000001,1,7,4,2,28
57149,CCCCN(C)CCCN=C(O)c1ccc2c(c1)N=C(O)[C@@H]([C@H](C)CC)N2,611.8,374.5290000000001,80.45,3,4,10,1,27
57150,CCCc1ccc(S(=O)(=O)N2CCc3nc[nH]c3C2)cc1,656.2,305.403,66.06,1,3,4,2,21
57151,O=C(Nc1ccc(Cl)cc1)C1CCN(C(=O)c2ncn3c2CO[C@H](c2ccc(F)cc2)C3)CC1,873.9,482.94300000000027,76.46000000000001,1,5,4,3,34
57152,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,659.8,396.43000000000023,94.83,3,5,2,0,28
57153,O=S(=O)(c1cccc(Cl)c1)N1CCC(c2noc(-c3ccccc3)n2)CC1,1155.9,403.89100000000013,76.30000000000001,0,5,4,3,27
57154,CCN1C(=O)CN(C(=O)c2ccsc2)CC12CCOCC2,621.2,308.40300000000013,49.85000000000001,0,4,2,1,21
57155,CC(O)=NS(=O)(=O)c1ccc(NC(O)=N[C@H]2CC(=O)N(c3ccc(C)cc3)C2)cc1,650.9,430.4860000000002,131.66000000000003,3,4,5,2,30
57156,COc1ccc(N=C(O)C(=O)c2cccn2C)cc1OC,784.3,288.30300000000005,73.05,1,5,5,2,21
57157,COC(=O)Cn1nc2ccc(S(=O)(=O)N3CCC(C)CC3)cn2c1=O,819.3,368.4150000000002,102.97999999999999,0,8,4,2,25
57158,O=C(CC1CCN(C(O)=Nc2cccc(C(F)(F)F)c2)CC1)N1CCCCC1,878.0,397.4410000000003,56.14000000000001,1,2,3,1,28
57159,COc1ccc(-c2c(C(=O)NCc3cccs3)nc3ccccn23)cc1,827.7,363.44200000000006,55.629999999999995,1,5,5,4,26
57160,Cn1cnc(S(=O)(=O)NCCc2noc(-c3ccncc3)n2)c1,596.2,334.361,115.8,1,8,6,3,23
57161,COc1ccc(N=C(O)N2CCC3(CC2)N=C(O)C(c2ccc(F)cc2)=N3)c(OC)c1,772.7,426.4480000000001,99.24000000000001,2,5,4,2,31
57162,Fc1cccc(-c2noc(Cc3nc(-c4ccc(Cl)cc4)cs3)n2)c1,1326.1,371.824,51.81,0,5,4,4,25
57163,Cc1noc([C@@H]2CN(C(=O)CCc3nc4ccccc4s3)C[C@H]2C(=N)O)n1,650.5,385.44900000000007,116.20000000000002,2,7,5,3,27
57164,CCSc1nnc(N=C(O)c2cnn(-c3nc(C)cc(O)n3)c2C)s1,692.0,377.45500000000015,122.2,2,10,5,3,25
57165,CC(=O)N1CCc2sc(C(=O)NCc3ccccc3Br)cc2C1,770.4,393.3060000000001,49.410000000000004,1,3,3,2,23
57166,CCS(=O)(=O)NCc1cccnc1Oc1ccccc1,788.1,292.36,68.29,1,4,6,2,20
57167,Cc1cc2nc(C(F)(F)F)c(=O)n([C@H](C)C(O)=NCCCN3CCN(C)CC3)c2cc1C,651.6,453.5090000000004,73.96,1,6,6,2,32
57168,CC[C@@H](C)N=C(O)C1CCN(c2nc(O)c3scc(-c4ccccc4F)c3n2)CC1,844.9,428.5330000000002,81.84,2,6,5,3,30
57169,Cc1cc(C)c(N=C(O)Cn2cc3c(n2)CCCC3)c(C)c1,969.4,297.402,50.410000000000004,1,3,3,2,22
57170,COc1ccccc1-c1c(C)nn2c(SCC(O)=NCCN(C)C)cc(C)nc12,621.8,413.5470000000002,75.25,1,7,8,3,29
